fname1,label1,fname2,label2
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/895/895_19.png,895,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/895/895_6.png,895
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/962/962_21.png,962,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/962/962_39.png,962
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/820/820_31.png,820,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/820/820_6.png,820
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/878/878_40.png,878,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/878/878_8.png,878
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/874/874_46.png,874,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/874/874_6.png,874
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/854/854_22.png,854,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/854/854_45.png,854
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/838/838_15.png,838,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/838/838_47.png,838
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/874/874_19.png,874,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/874/874_33.png,874
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/998/998_15.png,998,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/998/998_26.png,998
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/864/864_3.png,864,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/864/864_41.png,864
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/831/831_17.png,831,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/831/831_34.png,831
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/945/945_25.png,945,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/945/945_6.png,945
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/908/908_14.png,908,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/908/908_24.png,908
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/877/877_22.png,877,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/877/877_32.png,877
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/879/879_20.png,879,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/879/879_40.png,879
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/873/873_16.png,873,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/913/913_30.png,913
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/930/930_40.png,930,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/996/996_14.png,996
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/874/874_8.png,874,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/949/949_24.png,949
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/834/834_29.png,834,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/953/953_46.png,953
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/877/877_45.png,877,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/998/998_26.png,998
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/906/906_45.png,906,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/985/985_2.png,985
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/822/822_41.png,822,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/889/889_1.png,889
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/860/860_32.png,860,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/980/980_2.png,980
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/853/853_15.png,853,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/933/933_41.png,933
