score,label
-0.9571332335472107,0
-0.9507076740264893,0
-0.8643560409545898,0
-0.8227126002311707,0
-0.7999919652938843,1
-0.7933081388473511,0
-0.6830524206161499,1
-0.6822899580001831,1
-0.6528543829917908,1
-0.6438653469085693,1
-0.6192005276679993,0
-0.5771397352218628,0
-0.5522246956825256,1
-0.5251391530036926,0
-0.5205470323562622,1
-0.5135824680328369,0
-0.43854856491088867,1
-0.40662121772766113,0
-0.4009120762348175,0
-0.3386901021003723,0
-0.3063447177410126,0
-0.2787209153175354,0
-0.2586207091808319,0
-0.24226325750350952,0
-0.24058741331100464,0
-0.23516441881656647,0
-0.22256211936473846,0
-0.2163461297750473,0
-0.21046319603919983,0
-0.14777016639709473,0
-0.14295953512191772,0
-0.13808494806289673,0
-0.12868689000606537,0
-0.10438549518585205,0
-0.1026274636387825,1
-0.08961739391088486,0
-0.08030994236469269,0
-0.032137706875801086,0
-0.03213699534535408,0
-0.024645384401082993,1
-0.006434574723243713,0
0.01016787625849247,0
0.012359488755464554,0
0.018051082268357277,0
0.04527590423822403,0
0.05074850469827652,0
0.054386746138334274,0
0.06651779264211655,0
0.10757725685834885,0
0.1093793585896492,0
0.11268483847379684,0
0.12198885530233383,0
0.12675923109054565,0
0.1313197761774063,0
0.13190025091171265,0
0.13256502151489258,0
0.13750778138637543,0
0.14263343811035156,0
0.1566331684589386,0
0.1671377271413803,0
0.1769644320011139,0
0.18029746413230896,0
0.18242765963077545,0
0.1950599104166031,0
0.1987394243478775,0
0.19923900067806244,0
0.201261967420578,0
0.20892591774463654,0
0.2261846512556076,0
0.23387262225151062,0
0.24004116654396057,0
0.2576201558113098,0
0.26560452580451965,0
0.2661663591861725,0
0.26741281151771545,0
0.2674431800842285,0
0.26815855503082275,0
0.26875701546669006,1
0.27377164363861084,0
0.27670708298683167,0
0.28041157126426697,0
0.2809241712093353,1
0.2836848199367523,0
0.28438615798950195,0
0.28879135847091675,1
0.2907477617263794,0
0.2912862002849579,0
0.2947380244731903,0
0.29602253437042236,1
0.2979571223258972,0
0.29992547631263733,0
0.30059584975242615,0
0.3034989833831787,1
0.3063475489616394,0
0.3064275085926056,0
0.3068161904811859,1
0.30708545446395874,0
0.3089606463909149,0
0.3111881911754608,0
0.31142735481262207,0
0.3143109977245331,0
0.3143388330936432,0
0.3169506788253784,0
0.3181353211402893,0
0.31829458475112915,0
0.3339451253414154,0
0.3429686725139618,0
0.36032557487487793,0
0.36172348260879517,0
0.36534303426742554,0
0.36856597661972046,1
0.3740849494934082,0
0.37601423263549805,0
0.37709876894950867,0
0.3776625990867615,0
0.3777565360069275,0
0.37865233421325684,0
0.38004446029663086,0
0.3801412880420685,0
0.3829182982444763,0
0.3908834159374237,0
0.3914000988006592,0
0.39182862639427185,0
0.3936459720134735,1
0.3979494571685791,1
0.40223008394241333,0
0.4054190516471863,0
0.4059126675128937,1
0.40604662895202637,1
0.40739303827285767,0
0.40797603130340576,1
0.40821146965026855,0
0.4100506901741028,0
0.4103947877883911,0
0.4122347831726074,0
0.41436707973480225,0
0.41579076647758484,0
0.42309755086898804,0
0.42543408274650574,1
0.42684751749038696,1
0.427072674036026,1
0.42968639731407166,0
0.4310443103313446,0
0.4372430443763733,0
0.44282111525535583,0
0.443490207195282,1
0.44410231709480286,1
0.4502459764480591,1
0.4507552683353424,0
0.4519282281398773,0
0.4590771198272705,1
0.45938989520072937,0
0.4606504738330841,0
0.4617172181606293,0
0.4743745028972626,0
0.4760233461856842,0
0.4785233736038208,1
0.4790855348110199,0
0.47957831621170044,1
0.4803507328033447,0
0.4816185235977173,0
0.4832838177680969,0
0.48575660586357117,0
0.4864940941333771,0
0.48810359835624695,1
0.4899614453315735,0
0.49189651012420654,0
0.4932488203048706,0
0.49719130992889404,0
0.4977703392505646,0
0.49799999594688416,1
0.5004594922065735,1
0.5007374882698059,0
0.5049501657485962,0
0.5077460408210754,0
0.5093972086906433,0
0.5118780136108398,1
0.512661874294281,0
0.5153067708015442,1
0.5153905749320984,0
0.5201488137245178,0
0.5208809971809387,0
0.5228705406188965,0
0.5230649709701538,0
0.5261469483375549,1
0.5308312177658081,0
0.5368574261665344,0
0.5391194820404053,0
0.540709912776947,1
0.5492900609970093,0
0.551233172416687,0
0.553095281124115,1
0.560589611530304,0
0.5617873072624207,0
0.5619930624961853,0
0.5624476075172424,0
0.5676540732383728,0
0.5688542723655701,1
0.5714055299758911,0
0.5716465711593628,0
0.5724296569824219,0
0.5746958255767822,0
0.5773476958274841,1
0.5774531364440918,0
0.5797404646873474,0
0.5834007263183594,0
0.5845313668251038,1
0.58920818567276,0
0.5904495716094971,1
0.5927751064300537,0
0.5954381823539734,1
0.5987197756767273,1
0.5990016460418701,0
0.600104808807373,1
0.6025214195251465,1
0.6080291867256165,0
0.6118799448013306,1
0.6160778403282166,1
0.6229895949363708,0
0.626477062702179,1
0.6269082427024841,1
0.6272354125976562,0
0.6308918595314026,1
0.6342445015907288,1
0.6390531063079834,1
0.6396288871765137,1
0.641017496585846,1
0.6415128707885742,1
0.6416784524917603,0
0.6448908448219299,1
0.6469499468803406,1
0.6491995453834534,1
0.6493494510650635,0
0.6527656316757202,0
0.6551298499107361,0
0.6588855981826782,1
0.6590925455093384,0
0.6639264225959778,1
0.665141761302948,1
0.6680536866188049,0
0.6682630777359009,0
0.6696091294288635,0
0.6775649785995483,0
0.6802151203155518,1
0.6844038963317871,1
0.6849425435066223,1
0.6856123805046082,1
0.6880519986152649,0
0.6894198656082153,0
0.6911068558692932,0
0.6913490891456604,1
0.6958453059196472,0
0.6966768503189087,0
0.6981344223022461,1
0.6983546614646912,0
0.6984640955924988,1
0.7021651864051819,0
0.7023881077766418,1
0.7033979296684265,1
0.7047062516212463,0
0.7049219608306885,1
0.7055936455726624,1
0.7057952880859375,1
0.7058634161949158,1
0.7064914703369141,1
0.7065269947052002,1
0.7160046100616455,1
0.7185564041137695,0
0.720579981803894,1
0.7207295298576355,1
0.7225425243377686,1
0.7233057618141174,1
0.7235241532325745,0
0.7245493531227112,0
0.7249881625175476,0
0.7255939841270447,1
0.7264477014541626,1
0.7286297678947449,1
0.7289813756942749,0
0.7295297980308533,1
0.7327187657356262,0
0.7343094944953918,0
0.7352185249328613,1
0.7354055643081665,0
0.7382058501243591,0
0.7397788763046265,1
0.7402875423431396,1
0.740524411201477,1
0.7409809231758118,1
0.7425716519355774,1
0.7433123588562012,1
0.746383786201477,1
0.7474242448806763,0
0.7474602460861206,1
0.7492884397506714,0
0.750019907951355,1
0.7502174973487854,1
0.7513066530227661,1
0.7517932653427124,0
0.7528315782546997,1
0.7536988854408264,0
0.7542532682418823,0
0.7544163465499878,1
0.7565420269966125,0
0.7579845190048218,1
0.7623525857925415,1
0.7624124884605408,1
0.7638474702835083,1
0.7668675184249878,1
0.7671772837638855,0
0.7681812047958374,0
0.7686440944671631,0
0.7691017389297485,1
0.7695708274841309,1
0.7700620889663696,0
0.770146369934082,1
0.7714493870735168,1
0.7718752026557922,1
0.7719101905822754,1
0.7766878008842468,1
0.7781950831413269,1
0.7789182662963867,0
0.7805013656616211,1
0.7815685868263245,1
0.7816146612167358,0
0.7823715806007385,1
0.7870324850082397,0
0.7889737486839294,0
0.7893653512001038,1
0.7899771332740784,1
0.79013592004776,1
0.7910903692245483,1
0.7917460799217224,1
0.7918016314506531,0
0.7929172515869141,0
0.7965019941329956,0
0.7968246340751648,1
0.7969464063644409,1
0.7970730066299438,1
0.7991681694984436,0
0.7997710108757019,1
0.8001602292060852,1
0.8014415502548218,0
0.8018835783004761,1
0.8020124435424805,1
0.8029924035072327,0
0.8046348690986633,1
0.8061060309410095,1
0.8063888549804688,0
0.8077847957611084,0
0.8108416199684143,0
0.8118366003036499,1
0.8126082420349121,1
0.8137122392654419,1
0.813771665096283,1
0.8171020746231079,1
0.8173633217811584,0
0.818131685256958,1
0.8191739916801453,1
0.8218151330947876,1
0.8224084377288818,0
0.8230608105659485,1
0.8238494992256165,0
0.825919508934021,1
0.8259605765342712,0
0.826351523399353,0
0.8274320960044861,1
0.8281463384628296,1
0.8283628821372986,1
0.8284622430801392,1
0.8285622596740723,1
0.8290691375732422,1
0.829340398311615,1
0.8294323086738586,1
0.8295531868934631,0
0.829831600189209,1
0.8305217623710632,0
0.8312280178070068,0
0.8328561186790466,1
0.835513174533844,1
0.8374654650688171,0
0.838684618473053,1
0.8394882082939148,1
0.841774582862854,0
0.8430430889129639,1
0.8434651494026184,0
0.8435102105140686,1
0.8442952036857605,1
0.8493925333023071,0
0.8495383262634277,1
0.8503657579421997,0
0.8506100177764893,1
0.8507090210914612,1
0.8511347770690918,1
0.8514789938926697,1
0.8535625338554382,1
0.8538488745689392,1
0.8545664548873901,0
0.8566247820854187,1
0.8575489521026611,1
0.8577088117599487,1
0.8578460812568665,1
0.8632262349128723,1
0.8638232946395874,1
0.8640223145484924,1
0.8684166669845581,1
0.86921626329422,1
0.869674026966095,1
0.87285977602005,1
0.8728952407836914,1
0.8729562163352966,1
0.8761624097824097,0
0.8764349222183228,1
0.8765155673027039,1
0.8768338561058044,1
0.8776929378509521,1
0.8782941699028015,1
0.8820873498916626,1
0.8832602500915527,0
0.8859550356864929,1
0.8862829804420471,1
0.886669397354126,0
0.8868991136550903,1
0.887140154838562,1
0.8872156739234924,0
0.8881840109825134,1
0.888973593711853,0
0.8910486102104187,1
0.8924625515937805,1
0.8942992091178894,0
0.8944475650787354,1
0.8947550654411316,1
0.8963059186935425,1
0.899580180644989,1
0.90290367603302,0
0.9035571813583374,1
0.9061017632484436,1
0.9062085747718811,1
0.9094225168228149,1
0.913150429725647,1
0.9133942127227783,1
0.91373610496521,1
0.9140714406967163,1
0.9161726236343384,1
0.9185661673545837,1
0.9224610924720764,1
0.923622727394104,1
0.9237268567085266,0
0.9253095388412476,1
0.9255591034889221,1
0.9262745976448059,1
0.9270351529121399,1
0.9270401000976562,1
0.9271758794784546,1
0.9276299476623535,1
0.9276723861694336,1
0.9282148480415344,1
0.9282758235931396,1
0.9288327693939209,1
0.9315385818481445,0
0.932575523853302,1
0.9328962564468384,1
0.9358291625976562,1
0.9387257695198059,1
0.940324068069458,1
0.9420514702796936,1
0.9425413012504578,1
0.9437223672866821,1
0.946215033531189,1
0.9465886950492859,1
0.950911283493042,0
0.9534439444541931,1
0.9541791081428528,1
0.9545194506645203,0
0.9559811949729919,1
0.9562391042709351,1
0.9591301083564758,1
0.9602571725845337,1
0.9605316519737244,1
0.9605400562286377,1
0.9624943137168884,1
0.9691210389137268,1
0.9694685339927673,1
0.9709404706954956,1
0.9711573719978333,1
0.9723188877105713,1
0.9724341630935669,1
0.973688542842865,1
0.9752916097640991,0
0.9763108491897583,0
0.9766501784324646,1
0.9776542782783508,1
0.9783596396446228,0
0.9794251322746277,1
0.9804021120071411,1
0.9808264374732971,1
0.9837875366210938,0
0.9886504411697388,0
0.995891273021698,1
0.9960406422615051,1
