fname1,label1,fname2,label2
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/992/992_39.png,992,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/992/992_44.png,992
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/893/893_1.png,893,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/893/893_44.png,893
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/924/924_22.png,924,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/924/924_30.png,924
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/995/995_4.png,995,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/995/995_42.png,995
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/909/909_22.png,909,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/909/909_48.png,909
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/878/878_17.png,878,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/878/878_18.png,878
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/843/843_23.png,843,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/843/843_25.png,843
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/920/920_14.png,920,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/930/930_37.png,930
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/971/971_8.png,971,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/980/980_30.png,980
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/891/891_24.png,891,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/993/993_24.png,993
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/821/821_5.png,821,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/882/882_2.png,882
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/824/824_15.png,824,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/838/838_29.png,838
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/892/892_34.png,892,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/917/917_11.png,917
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/844/844_40.png,844,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/846/846_47.png,846
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/867/867_33.png,867,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/869/869_21.png,869
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/805/805_22.png,805,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/819/819_38.png,819
/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/953/953_36.png,953,/Users/kcollins/invariant_face_data/illum_data/ill_extreme_mvn_test/img/958/958_38.png,958
